1	128	3.6298769
1	2	3.5961363
1	130	3.7273526
1	4	3.5989394
1	134	3.6415782
1	7	3.6037197
1	10	3.6371925
1	267	3.5130005
1	139	3.5907133
1	268	3.603146
1	272	3.6122725
1	147	3.5783057
1	19	3.7143543
1	148	3.5835238
1	24	3.5909553
1	160	3.616397
1	164	3.5805457
1	38	3.5808487
1	168	3.6070275
1	44	3.6119857
1	177	3.6181307
1	51	3.584859
1	180	3.618745
1	55	3.5868073
1	184	3.6036124
1	60	3.658756
1	190	3.62171
1	194	3.625329
1	67	3.568577
1	68	3.5858045
1	197	3.597867
1	74	3.7052853
1	77	3.5859764
1	206	3.6302438
1	79	3.5991197
1	208	3.6163898
1	210	3.60359
1	83	3.6012807
1	84	3.5743618
1	213	3.6532803
1	90	3.6073043
1	91	3.5941167
1	94	3.5970852
1	95	3.58909
1	225	3.5956109
1	227	3.571557
1	100	3.6110215
1	233	3.5948372
1	106	3.6060812
1	235	3.5952532
1	109	3.6380339
1	240	3.5885315
1	124	3.6116667
1	125	3.5930827
1	126	3.5812716
2	273	3.7426496
2	1	3.74431
2	242	3.745945
2	274	3.740511
2	309	3.731603
2	295	3.804681
2	296	3.84164
2	10	3.793671
2	300	3.738656
2	237	3.739263
2	14	3.7426038
2	127	3.7463892
3	336	2.8318875
3	338	2.8374028
3	258	2.8447397
3	323	2.8275778
3	355	2.8666098
3	340	2.846038
3	294	2.8459783
3	345	2.8384488
3	329	2.8567882
3	332	2.8456678
3	348	2.8780627
4	210	4.3222675
4	260	4.3108544
4	327	4.274553
4	329	4.3334136
4	303	4.3324056
5	448	2.8402019
5	257	2.8994057
5	2	2.8603578
5	451	2.853722
5	387	2.8586662
5	454	2.850729
5	455	2.8482943
5	391	2.8433666
5	135	2.8681476
5	200	2.9004455
5	397	2.8386059
5	143	2.850331
5	209	2.8511891
5	210	2.84409
5	214	2.910054
5	410	2.868437
5	154	2.8630686
5	412	2.9096274
5	29	2.8478029
5	417	2.8308947
5	418	2.8550847
5	162	2.9016266
5	101	2.8420556
5	424	2.833575
5	168	2.8635092
5	234	2.859011
5	363	2.8458884
5	427	2.849407
5	109	2.8647358
5	430	2.8609717
5	433	2.851999
5	440	2.820078
5	380	2.839673
5	445	2.8276594
5	447	2.840913
6	512	3.6535804
6	132	3.6573164
6	261	3.6477773
6	197	3.6616204
6	135	3.6647878
6	199	3.6578746
6	200	3.6723366
6	460	3.6671593
6	204	3.6598227
6	268	3.661337
6	205	3.6568127
6	526	3.658327
6	14	3.662452
6	15	3.6546128
6	527	3.658465
6	211	3.6599452
6	275	3.6609132
6	405	3.6542983
6	470	3.6548338
6	22	3.6545837
6	471	3.6541622
6	87	3.6566386
