1	113277	10.0
2	790636	7.0
2	1454468	8.0
2	1535109	8.0
2	1433811	8.0
2	1091191	7.0
2	816711	8.0
2	2024544	10.0
2	1798709	10.0
3	1300854	7.0
4	2053463	7.0
4	1790885	9.0
5	1462900	10.0
5	1631707	10.0
5	1220198	10.0
5	1999995	10.0
5	1512685	10.0
5	385002	10.0
6	3294634	6.0
7	452623	10.0
9	2258858	8.0
10	1430132	7.0
10	1535108	6.0
10	1091191	8.0
10	1490017	8.0
10	1170358	7.0
10	1663662	6.0
10	770828	9.0
10	2334879	5.0
11	1210819	7.0
12	2304771	10.0
13	418279	9.0
13	2194499	8.0
13	1636826	1.0
13	1855199	2.0
13	108002	7.0
13	1300854	6.0
13	790724	8.0
13	1399103	8.0
13	816711	5.0
13	108399	9.0
13	1232829	5.0
13	1670345	6.0
13	1606378	5.0
13	1981677	5.0
13	1588173	5.0
13	1055369	9.0
13	1945062	5.0
13	453562	7.0
13	1763303	7.0
13	1272878	6.0
14	120737	10.0
14	1951261	8.0
14	1300854	9.0
14	1375666	10.0
14	848228	10.0
14	266543	10.0
14	1905041	9.0
14	1187043	10.0
14	120338	10.0
14	1201607	10.0
14	910970	10.0
14	454876	10.0
14	167260	10.0
14	468569	10.0
14	167261	10.0
15	1446192	8.0
15	882977	7.0
16	1343092	6.0
16	1727388	9.0
16	1853739	2.0
16	1203517	4.0
17	1392214	9.0
17	1211956	10.0
17	68646	9.0
17	1411250	5.0
17	2171867	2.0
18	65938	9.0
19	1650554	8.0
20	1433108	6.0
20	1650554	9.0
20	1300854	8.0
20	68646	9.0
20	1706593	7.0
20	71562	10.0
20	99674	8.0
20	393162	9.0
20	1392170	7.0
21	1408101	9.0
21	1300854	9.0
22	2302755	5.0
22	1911644	8.0
22	38787	9.0
22	2294629	9.0
22	1024648	5.0
22	34248	7.0
22	1907668	7.0
22	51658	4.0
22	39694	6.0
22	1210819	7.0
22	975645	7.0
22	42004	5.0
22	1045658	7.0
22	31381	9.0
22	37017	8.0
22	1616195	7.0
22	38109	7.0
22	105695	8.0
22	1343092	7.0
22	44706	9.0
22	25316	7.0
22	68646	8.0
22	48947	8.0
22	57590	5.0
22	1623205	9.0
23	137523	10.0
23	119008	8.0
23	1535109	9.0
23	1045658	9.0
23	450259	10.0
23	1979320	9.0
23	1306980	9.0
23	427309	10.0
23	352248	9.0
24	1430132	8.0
25	1723121	8.0
26	359950	10.0
27	259072	7.0
27	40202	6.0
27	1454468	6.0
27	1772424	8.0
27	104466	9.0
27	94226	6.0
27	1263750	8.0
27	122136	8.0
27	113819	6.0
27	1682180	4.0
27	91167	8.0
27	369702	9.0
27	446755	7.0
27	36775	9.0
27	65063	7.0
27	38057	9.0
27	1800241	7.0
27	1798709	9.0
27	457513	7.0
27	44079	9.0
27	336693	8.0
27	2035630	8.0
27	353969	5.0
27	427312	7.0
27	993846	6.0
27	48316	8.0
27	2357790	8.0
27	2875926	9.0
27	2190367	7.0
27	97216	9.0
27	40897	8.0
27	317248	8.0
27	78788	9.0
27	2404461	9.0
27	63442	9.0
27	1756750	8.0
27	2042568	6.0
27	2024519	10.0
27	56923	8.0
27	2071620	6.0
27	1847746	8.0
